Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,2,19,2,1915,1830,2028,1940,WN,3771,N483WN,73,70,59,48,45,RNO,LAS,345,4,10,0,,0,0,0,3,0,45
2008,2,19,2,700,700,829,820,WN,728,N791SW,89,80,64,9,0,RNO,LAX,390,8,17,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1249,1245,1415,1405,WN,1093,N660SW,86,80,67,10,4,RNO,LAX,390,8,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1851,1850,2013,2015,WN,1516,N794SW,82,85,60,-2,1,RNO,LAX,390,5,17,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1026,1025,1600,1615,WN,142,N729SW,214,230,198,-15,1,RNO,MDW,1680,7,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,647,650,752,750,WN,989,N432WN,65,60,45,2,-3,RNO,OAK,180,5,15,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1833,1835,1925,1930,WN,1685,N286WN,52,55,36,-5,-2,RNO,OAK,180,5,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1015,1015,1108,1115,WN,3153,N431WN,53,60,41,-7,0,RNO,OAK,180,4,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1439,1435,1536,1530,WN,3492,N220WN,57,55,46,6,4,RNO,OAK,180,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1217,1145,1331,1315,WN,1668,N654SW,74,90,65,16,32,RNO,PDX,444,2,7,0,,0,0,0,0,0,16
2008,2,19,2,1637,1615,1750,1745,WN,1752,N498WN,73,90,64,5,22,RNO,PDX,444,3,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2031,2030,2144,2200,WN,3420,N450WN,73,90,63,-16,1,RNO,PDX,444,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,610,610,737,740,WN,3772,N435WN,87,90,66,-3,0,RNO,PDX,444,3,18,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1323,1305,1559,1545,WN,459,N796SW,96,100,80,14,18,RNO,PHX,601,6,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,856,855,1126,1140,WN,1664,N684WN,90,105,78,-14,1,RNO,PHX,601,5,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1733,1735,2010,2015,WN,3421,N310SW,97,100,85,-5,-2,RNO,PHX,601,6,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1810,1805,1936,1930,WN,1470,N655WN,86,85,74,6,5,RNO,SAN,488,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,815,810,940,935,WN,3419,N352SW,85,85,74,5,5,RNO,SAN,488,3,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,656,700,849,850,WN,941,N326SW,113,110,89,-1,-4,RNO,SEA,564,7,17,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1506,1505,1646,1655,WN,2293,N609SW,100,110,85,-9,1,RNO,SEA,564,6,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2000,2000,2108,2100,WN,890,N208WN,68,60,56,8,0,RNO,SJC,188,4,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,910,910,1011,1010,WN,3394,N718SW,61,60,49,1,0,RNO,SJC,188,4,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1116,1115,1224,1215,WN,3661,N632SW,68,60,57,9,1,RNO,SJC,188,3,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1725,1725,1823,1825,WN,3836,N205WN,58,60,48,-2,0,RNO,SJC,188,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1227,1225,1437,1445,WN,2374,N671SW,70,80,60,-8,2,RNO,SLC,422,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1601,1600,1809,1820,WN,707,N748SW,128,140,114,-11,1,RSW,BWI,919,6,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1139,1140,1341,1400,WN,3568,N283WN,122,140,107,-19,-1,RSW,BWI,919,5,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1904,1905,2124,2145,WN,3078,N448WN,140,160,129,-21,-1,RSW,ISP,1101,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1714,1715,1755,1805,WN,871,N304SW,41,50,26,-10,-1,RSW,MCO,133,6,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,639,640,715,725,WN,1424,N704SW,36,45,26,-10,-1,RSW,MCO,133,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1345,1330,1432,1420,WN,1657,N644SW,47,50,26,12,15,RSW,MCO,133,7,14,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1102,1050,1142,1140,WN,2189,N232WN,40,50,26,2,12,RSW,MCO,133,8,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,720,720,904,915,WN,1563,N270WN,164,175,153,-11,0,RSW,MDW,1105,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1515,1450,1711,1645,WN,2788,N680AA,176,175,161,26,25,RSW,MDW,1105,6,9,0,,0,5,0,1,0,20
2008,2,19,2,2021,2020,2213,2215,WN,3834,N360SW,172,175,162,-2,1,RSW,MDW,1105,5,5,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1246,1240,1521,1525,WN,2961,N459WN,155,165,136,-4,6,RSW,PHL,992,10,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1445,1450,1717,1730,WN,1196,N216WR,92,100,77,-13,-5,SAN,ABQ,628,5,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1957,1950,2232,2230,WN,1470,N655WN,95,100,78,2,7,SAN,ABQ,628,4,13,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1009,1000,1243,1245,WN,3419,N352SW,94,105,80,-2,9,SAN,ABQ,628,5,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,843,835,1315,1315,WN,557,N375SW,152,160,141,0,8,SAN,AUS,1164,2,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1624,1610,2057,2050,WN,1321,N413WN,153,160,136,7,14,SAN,AUS,1164,4,13,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1013,1010,1547,1550,WN,983,N267WN,214,220,199,-3,3,SAN,BNA,1751,5,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1512,1510,2059,2050,WN,1689,N782SA,227,220,197,9,2,SAN,BNA,1751,24,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,747,745,1517,1535,WN,1100,N285WN,270,290,253,-18,2,SAN,BWI,2295,3,14,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1240,1235,2009,2020,WN,2787,N425LV,269,285,253,-11,5,SAN,BWI,2295,4,12,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1356,1355,1632,1635,WN,3516,N691WN,96,100,84,-3,1,SAN,ELP,636,4,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1300,1300,1750,1755,WN,351,N466WN,170,175,150,-5,0,SAN,HOU,1312,6,14,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1542,1545,1656,1655,WN,1099,N266WN,74,70,55,1,-3,SAN,LAS,258,4,15,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,709,710,814,820,WN,1146,N308SA,65,70,51,-6,-1,SAN,LAS,258,5,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2001,2005,2106,2115,WN,1384,N339SW,65,70,50,-9,-4,SAN,LAS,258,3,12,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,948,950,1050,1100,WN,1404,N613SW,62,70,49,-10,-2,SAN,LAS,258,5,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,830,820,937,930,WN,1554,N411WN,67,70,52,7,10,SAN,LAS,258,5,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1734,1720,1842,1830,WN,1626,N282WN,68,70,50,12,14,SAN,LAS,258,5,13,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2136,2140,2242,2250,WN,1772,N286WN,66,70,52,-8,-4,SAN,LAS,258,5,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1251,1250,1403,1405,WN,2356,N347SW,72,75,50,-2,1,SAN,LAS,258,8,14,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1101,1055,1210,1205,WN,2627,N519SW,69,70,51,5,6,SAN,LAS,258,4,14,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1822,1825,1926,1935,WN,2702,N778SW,64,70,48,-9,-3,SAN,LAS,258,3,13,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1404,1400,1516,1510,WN,2724,N772SW,72,70,52,6,4,SAN,LAS,258,4,16,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,630,635,738,750,WN,2990,N249WN,68,75,49,-12,-5,SAN,LAS,258,4,15,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1922,1925,2029,2035,WN,3144,N704SW,67,70,50,-6,-3,SAN,LAS,258,3,14,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1202,1155,1310,1310,WN,3503,N436WN,68,75,49,0,7,SAN,LAS,258,8,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1841,1835,2331,2335,WN,1604,N455WN,170,180,155,-4,6,SAN,MCI,1333,6,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,756,755,1255,1300,WN,1863,N473WN,179,185,159,-5,1,SAN,MCI,1333,4,16,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1458,1320,2036,1915,WN,1141,N727SW,218,235,201,81,98,SAN,MDW,1728,6,11,0,,0,6,0,0,0,75
2008,2,19,2,953,950,1528,1545,WN,1622,N496WN,215,235,198,-17,3,SAN,MDW,1728,7,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1912,1910,45,55,WN,2200,N902WN,213,225,198,-10,2,SAN,MDW,1728,6,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,713,705,1249,1300,WN,3164,N716SW,216,235,202,-11,8,SAN,MDW,1728,6,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1636,1635,2221,2220,WN,3250,N905WN,225,225,204,1,1,SAN,MDW,1728,6,15,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1042,1040,1207,1210,WN,4,N524SW,85,90,72,-3,2,SAN,OAK,446,3,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1838,1840,1954,2010,WN,126,N628SW,76,90,65,-16,-2,SAN,OAK,446,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,859,855,1027,1025,WN,1044,N241WN,88,90,76,2,4,SAN,OAK,446,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,934,935,1102,1105,WN,1116,N421LV,88,90,75,-3,-1,SAN,OAK,446,4,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2158,2135,2330,2305,WN,1192,N716SW,92,90,65,25,23,SAN,OAK,446,16,11,0,,0,2,0,2,0,21
2008,2,19,2,2046,2045,2206,2215,WN,1280,N499WN,80,90,66,-9,1,SAN,OAK,446,4,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1342,1335,1507,1505,WN,1386,N460WN,85,90,75,2,7,SAN,OAK,446,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1544,1545,1722,1715,WN,1424,N704SW,98,90,78,7,-1,SAN,OAK,446,4,16,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1935,1810,2104,1945,WN,1443,N438WN,89,95,65,79,85,SAN,OAK,446,4,20,0,,0,0,0,0,0,79
2008,2,19,2,632,630,810,805,WN,1457,N281WN,98,95,73,5,2,SAN,OAK,446,8,17,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1141,1130,1309,1300,WN,1536,N208WN,88,90,74,9,11,SAN,OAK,446,4,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,NA,1620,NA,1750,WN,1768,,NA,90,NA,NA,NA,SAN,OAK,446,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,2,19,2,1955,2000,2122,2130,WN,2033,N346SW,87,90,65,-8,-5,SAN,OAK,446,8,14,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,707,705,833,840,WN,2203,N345SA,86,95,75,-7,2,SAN,OAK,446,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1231,1230,1401,1400,WN,2612,N337SW,90,90,74,1,1,SAN,OAK,446,5,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1459,1505,1639,1635,WN,3230,N736SA,100,90,84,4,-6,SAN,OAK,446,4,12,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,806,805,936,935,WN,3329,N436WN,90,90,74,1,1,SAN,OAK,446,4,12,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1733,1720,1853,1850,WN,3400,N682SW,80,90,68,3,13,SAN,OAK,446,6,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1352,1355,1553,1605,WN,174,N243WN,61,70,50,-12,-3,SAN,PHX,304,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2155,2045,2353,2250,WN,456,N907WN,58,65,45,63,70,SAN,PHX,304,4,9,0,,0,0,0,0,0,63
2008,2,19,2,1754,1755,2022,2005,WN,734,N760SW,88,70,51,17,-1,SAN,PHX,304,26,11,0,,0,0,0,17,0,0
2008,2,19,2,734,735,932,940,WN,1092,N476WN,58,65,45,-8,-1,SAN,PHX,304,3,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,835,830,1039,1040,WN,1210,N686SW,64,70,46,-1,5,SAN,PHX,304,6,12,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1942,1940,2159,2150,WN,1294,N513SW,77,70,48,9,2,SAN,PHX,304,9,20,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1116,1120,1324,1330,WN,1445,N407WN,68,70,51,-6,-4,SAN,PHX,304,5,12,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,631,630,840,840,WN,1859,N346SW,69,70,48,0,1,SAN,PHX,304,6,15,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1634,1505,1842,1715,WN,2006,N908WN,68,70,51,87,89,SAN,PHX,304,6,11,0,,0,24,0,0,0,63
2008,2,19,2,1637,1540,1851,1750,WN,2271,N441WN,74,70,52,61,57,SAN,PHX,304,6,16,0,,0,0,0,4,0,57
2008,2,19,2,NA,2135,NA,2340,WN,2380,,NA,65,NA,NA,NA,SAN,PHX,304,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,2,19,2,1247,1225,1450,1435,WN,2725,N643SW,63,70,49,15,22,SAN,PHX,304,6,8,0,,0,0,0,0,0,15
2008,2,19,2,1850,1850,2102,2100,WN,2965,N385SW,72,70,51,2,0,SAN,PHX,304,6,15,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1003,1005,1205,1215,WN,3595,N513SW,62,70,48,-10,-2,SAN,PHX,304,3,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1030,955,1151,1120,WN,1668,N654SW,81,85,68,31,35,SAN,RNO,488,4,9,0,,0,22,0,0,0,9
2008,2,19,2,1846,1845,2010,2010,WN,3420,N450WN,84,85,67,0,1,SAN,RNO,488,4,13,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1117,1105,1540,1540,WN,1484,N275WN,143,155,131,0,12,SAN,SAT,1129,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1710,1500,1837,1630,WN,295,N343SW,87,90,69,127,130,SAN,SFO,447,5,13,0,,0,0,0,127,0,0
2008,2,19,2,1835,1705,2005,1835,WN,369,N907WN,90,90,78,90,90,SAN,SFO,447,6,6,0,,0,0,0,78,0,12
2008,2,19,2,2214,2050,2342,2220,WN,718,N227WN,88,90,74,82,84,SAN,SFO,447,7,7,0,,0,0,0,82,0,0
2008,2,19,2,1443,1230,1616,1400,WN,1594,N339SW,93,90,84,136,133,SAN,SFO,447,2,7,0,,0,0,0,125,0,11
2008,2,19,2,1051,835,1220,1005,WN,2638,N339SW,89,90,75,135,136,SAN,SFO,447,4,10,0,,0,0,0,135,0,0
2008,2,19,2,1922,1855,2138,2025,WN,2712,N395SW,136,90,107,73,27,SAN,SFO,447,8,21,0,,0,0,0,46,0,27
2008,2,19,2,1310,1120,1443,1250,WN,3056,N343SW,93,90,74,113,110,SAN,SFO,447,3,16,0,,0,0,0,113,0,0
2008,2,19,2,636,635,811,805,WN,3512,N444WN,95,90,75,6,1,SAN,SFO,447,4,16,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,716,715,840,835,WN,142,N729SW,84,80,67,5,1,SAN,SJC,417,5,12,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1642,1635,1803,1755,WN,187,N417WN,81,80,68,8,7,SAN,SJC,417,3,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1500,1500,1625,1620,WN,1253,N655WN,85,80,66,5,0,SAN,SJC,417,4,15,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1115,955,1238,1115,WN,1380,N727SW,83,80,64,83,80,SAN,SJC,417,4,15,0,,0,0,0,3,0,80
2008,2,19,2,1917,1920,2034,2040,WN,2474,N302SW,77,80,64,-6,-3,SAN,SJC,417,4,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1148,1140,1304,1305,WN,2704,N639SW,76,85,63,-1,8,SAN,SJC,417,5,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1306,1305,1427,1425,WN,3163,N905WN,81,80,64,2,1,SAN,SJC,417,4,13,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2109,2105,2230,2225,WN,3574,N682SW,81,80,65,5,4,SAN,SJC,417,5,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1751,1750,1912,1910,WN,3688,N740SW,81,80,66,2,1,SAN,SJC,417,3,12,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,643,640,809,805,WN,3773,N742SW,86,85,66,4,3,SAN,SJC,417,3,17,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1305,1310,1435,1445,WN,245,N228WN,90,95,73,-10,-5,SAN,SMF,480,4,13,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,642,640,813,820,WN,294,N492WN,91,100,70,-7,2,SAN,SMF,480,4,17,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1149,1115,1320,1250,WN,483,N359SW,91,95,76,30,34,SAN,SMF,480,4,11,0,,0,15,0,0,0,15
2008,2,19,2,829,830,1001,1005,WN,485,N650SW,92,95,70,-4,-1,SAN,SMF,480,7,15,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1704,1700,1839,1830,WN,1231,N672SW,95,90,72,9,4,SAN,SMF,480,4,19,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1407,1405,1535,1535,WN,1337,N324SW,88,90,73,0,2,SAN,SMF,480,4,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2227,2210,2354,2340,WN,1612,N639SW,87,90,72,14,17,SAN,SMF,480,4,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1151,1155,1321,1330,WN,1766,N233LV,90,95,77,-9,-4,SAN,SMF,480,3,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1621,1555,1750,1725,WN,2031,N683SW,89,90,74,25,26,SAN,SMF,480,4,11,0,,0,0,0,0,0,25
2008,2,19,2,1927,1930,2109,2105,WN,2372,N215WN,102,95,75,4,-3,SAN,SMF,480,4,23,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,732,730,857,905,WN,2468,N407WN,85,95,72,-8,2,SAN,SMF,480,4,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1945,1805,2120,1935,WN,2537,N745SW,95,90,73,105,100,SAN,SMF,480,4,18,0,,0,0,3,5,0,97
2008,2,19,2,1006,1005,1132,1140,WN,3429,N691WN,86,95,72,-8,1,SAN,SMF,480,4,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1531,1530,1742,1740,WN,150,N408WN,71,70,52,2,1,SAN,TUS,367,3,16,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,903,900,1109,1110,WN,829,N601WN,66,70,53,-1,3,SAN,TUS,367,3,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1151,1145,1357,1355,WN,1451,N655WN,66,70,53,2,6,SAN,TUS,367,3,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2009,1955,2211,2205,WN,1597,N775SW,62,70,51,6,14,SAN,TUS,367,3,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,956,955,1143,1200,WN,1328,N291WN,107,125,96,-17,1,SAT,BNA,822,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1706,1710,1907,1915,WN,1939,N520SW,121,125,104,-8,-4,SAT,BNA,822,6,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,649,640,1033,1045,WN,2382,N770SA,164,185,153,-12,9,SAT,BWI,1407,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1400,1400,1752,1805,WN,2457,N204WN,172,185,156,-13,0,SAT,BWI,1407,4,12,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1243,1245,1337,1340,WN,558,N505SW,54,55,40,-3,-2,SAT,DAL,248,4,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2133,2015,2221,2110,WN,656,N397SW,48,55,39,71,78,SAT,DAL,248,3,6,0,,0,0,0,0,0,71
2008,2,19,2,2042,2045,2130,2140,WN,1230,N524SW,48,55,41,-10,-3,SAT,DAL,248,2,5,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1213,1155,1307,1250,WN,1322,N623SW,54,55,42,17,18,SAT,DAL,248,4,8,0,,0,0,0,0,0,17
2008,2,19,2,914,915,1007,1010,WN,1330,N693SW,53,55,41,-3,-1,SAT,DAL,248,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1955,1945,2057,2040,WN,1348,N796SW,62,55,44,17,10,SAT,DAL,248,3,15,0,,0,0,0,7,0,10
2008,2,19,2,1754,1740,1851,1835,WN,1461,N351SW,57,55,42,16,14,SAT,DAL,248,5,10,0,,0,5,0,2,0,9
2008,2,19,2,1054,1055,1146,1150,WN,1487,N376SW,52,55,40,-4,-1,SAT,DAL,248,4,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2136,2115,2225,2210,WN,1585,N615SW,49,55,40,15,21,SAT,DAL,248,3,6,0,,0,15,0,0,0,0
2008,2,19,2,1542,1545,1631,1640,WN,1664,N684WN,49,55,41,-9,-3,SAT,DAL,248,2,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,756,745,847,840,WN,2121,N512SW,51,55,42,7,11,SAT,DAL,248,3,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,645,645,740,740,WN,2730,N226WN,55,55,43,0,0,SAT,DAL,248,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1425,1415,1521,1510,WN,2893,N669SW,56,55,41,11,10,SAT,DAL,248,5,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1447,1450,1544,1545,WN,3420,N450WN,57,55,42,-1,-3,SAT,DAL,248,5,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1619,1620,1707,1715,WN,3654,N478WN,48,55,38,-8,-1,SAT,DAL,248,2,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1139,1140,1203,1210,WN,1182,N201LV,84,90,75,-7,-1,SAT,ELP,496,3,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1644,1650,1716,1720,WN,1640,N699SW,92,90,80,-4,-6,SAT,ELP,496,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,750,750,814,820,WN,2447,N229WN,84,90,74,-6,0,SAT,ELP,496,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1942,1940,2012,2010,WN,3415,N708SA,90,90,77,2,2,SAT,ELP,496,3,10,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1821,1820,1905,1910,WN,283,N719SW,44,50,31,-5,1,SAT,HOU,192,7,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1613,1615,1658,1705,WN,609,N624SW,45,50,33,-7,-2,SAT,HOU,192,5,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,756,755,842,840,WN,816,N314SW,46,45,32,2,1,SAT,HOU,192,6,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1150,1155,1231,1245,WN,880,N641SW,41,50,31,-14,-5,SAT,HOU,192,4,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2000,2005,2047,2050,WN,892,N394SW,47,45,34,-3,-5,SAT,HOU,192,5,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1441,1410,1537,1500,WN,1188,N785SW,56,50,31,37,31,SAT,HOU,192,6,19,0,,0,0,0,6,0,31
2008,2,19,2,1007,1010,1053,1055,WN,1465,N625SW,46,45,32,-2,-3,SAT,HOU,192,5,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,651,650,741,735,WN,2904,N448WN,50,45,32,6,1,SAT,HOU,192,7,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,821,820,908,910,WN,1400,N376SW,47,50,36,-2,1,SAT,HRL,233,2,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1851,1855,1938,1945,WN,1620,N615SW,47,50,35,-7,-4,SAT,HRL,233,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1948,1935,2041,2030,WN,114,N278WN,173,175,157,11,13,SAT,LAS,1069,5,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,744,745,829,845,WN,711,N296WN,165,180,156,-16,-1,SAT,LAS,1069,4,5,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1052,1055,1141,1155,WN,1118,N272WN,169,180,154,-14,-3,SAT,LAS,1069,4,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1519,1515,1614,1615,WN,3234,N724SW,175,180,159,-1,4,SAT,LAS,1069,4,12,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1247,1250,1400,1410,WN,1609,N761RR,193,200,176,-10,-3,SAT,LAX,1210,6,11,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1604,1605,1922,1935,WN,1484,N275WN,138,150,115,-13,-1,SAT,MCO,1040,4,19,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1025,1030,1335,1400,WN,2262,N735SA,130,150,119,-25,-5,SAT,MCO,1040,5,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1730,1735,2003,2005,WN,123,N626SW,153,150,139,-2,-5,SAT,MDW,1036,5,9,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,725,725,956,955,WN,1189,N353SW,151,150,140,1,0,SAT,MDW,1036,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,2047,2050,2220,2215,WN,1287,N305SW,153,145,126,5,-3,SAT,PHX,843,19,8,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,1656,1700,1813,1830,WN,1435,N501SW,137,150,123,-17,-4,SAT,PHX,843,8,6,0,,0,NA,NA,NA,NA,NA
2008,2,19,2,629,630,754,755,WN,1512,N385SW,145,145,129,-1,-1,SAT,PHX,843,9,7,0,,0,NA,NA,NA,NA,NA
